202600143,02/02/2026 11:44:00 am,"551 VETERANS UNITED DR , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202600143,02/02/2026 11:44:00 am-02/02/2026 11:44:00 am,"551 VETERANS UNITED DR , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202600142,02/02/2026 12:00:00 am,"E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600142,02/02/2026 12:00:00 am-02/02/2026 12:00:00 am,"E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600141,02/01/2026 04:46:00 pm,"1111 E BROADWAY/SHORT ST , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202600141,02/01/2026 04:45:59 pm-02/01/2026 04:46:00 pm,"1111 E BROADWAY/SHORT ST , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202600140,02/01/2026 12:47:00 pm,"1419 WILSON AVE , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,EXCEPTIONALLY CLEARED
202600140,09/02/2025 07:15:00 pm-09/02/2025 07:30:00 pm,"1419 WILSON AVE , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,EXCEPTIONALLY CLEARED
202600139,02/01/2026 03:18:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202600139,02/01/2026 03:18:00 am-02/01/2026 03:18:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202600139,02/01/2026 03:18:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,MEDICAL EMERGENCY,PROPERTY DAMAGE,CLEARED BY ARREST
202600139,02/01/2026 03:18:00 am-02/01/2026 03:18:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,MEDICAL EMERGENCY,PROPERTY DAMAGE,CLEARED BY ARREST
202600138,02/01/2026 03:50:00 am,"505 E STEWART RD , COLUMBIA MO, 65201",NO NOT APPLICABLE,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202600138,01/30/2026 03:49:59 am-02/01/2026 03:50:00 am,"505 E STEWART RD , COLUMBIA MO, 65201",NO NOT APPLICABLE,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202600137,02/01/2026 01:23:00 am,"S PROVIDENCE RD/E NIFONG BLVD , COLUMBIA MO, 65203",NO,DWI,DWI,CLEARED BY ARREST
202600137,02/01/2026 01:22:59 am-02/01/2026 01:23:00 am,"S PROVIDENCE RD/E NIFONG BLVD , COLUMBIA MO, 65203",NO,DWI,DWI,CLEARED BY ARREST
202600136,02/01/2026 12:49:00 am,"603 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,MEDICAL EMERGENCY,FORGERY,EXCEPTIONALLY CLEARED
202600136,02/01/2026 12:48:59 am-02/01/2026 12:49:00 am,"603 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,MEDICAL EMERGENCY,FORGERY,EXCEPTIONALLY CLEARED
202600136,02/01/2026 12:49:00 am,"603 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202600136,02/01/2026 12:48:59 am-02/01/2026 12:49:00 am,"603 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202600136,02/01/2026 12:49:00 am,"603 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202600136,02/01/2026 12:48:59 am-02/01/2026 12:49:00 am,"603 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202600135,01/30/2026 11:06:19 pm,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202600135,01/30/2026 10:07:18 pm-01/30/2026 10:07:19 pm,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202600134,01/30/2026 08:15:00 pm,"700 E STADIUM BLVD , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,EXCEPTIONALLY CLEARED
202600134,01/30/2026 07:29:00 pm-01/30/2026 08:15:00 pm,"700 E STADIUM BLVD , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,EXCEPTIONALLY CLEARED
202600133,01/30/2026 07:00:00 pm,"1199 E STADIUM BLVD/S COLLEGE AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600133,01/30/2026 06:59:59 pm-01/30/2026 07:00:00 pm,"1199 E STADIUM BLVD/S COLLEGE AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600132,01/30/2026 04:17:00 pm,"1095 VIRGINIA AVE , COLUMBIA MO, 65201",NO,MEDICAL EMERGENCY,MEDICAL EMERGENCY,CLOSED
202600132,01/30/2026 04:07:00 pm-01/30/2026 04:17:00 pm,"1095 VIRGINIA AVE , COLUMBIA MO, 65201",NO,MEDICAL EMERGENCY,MEDICAL EMERGENCY,CLOSED
202600131,01/30/2026 03:01:00 pm,"699 E STADIUM BLVD/TIGER AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600131,01/30/2026 02:44:59 pm-01/30/2026 02:45:00 pm,"699 E STADIUM BLVD/TIGER AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600130,01/30/2026 11:00:00 am,"909 9TH/WOODSON , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600130,01/30/2026 10:59:59 am-01/30/2026 11:00:00 am,"909 9TH/WOODSON , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600129,01/30/2026 10:09:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600129,01/30/2026 10:08:59 am-01/30/2026 10:09:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600128,01/30/2026 08:06:00 am,"1100 ROLLINS ST , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202600128,01/30/2026 08:05:59 am-01/30/2026 08:06:00 am,"1100 ROLLINS ST , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202600127,01/30/2026 12:19:00 am,"1099 UNIVERSITY AVE/HITT ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202600127,01/30/2026 12:19:00 am-01/30/2026 12:19:00 am,"1099 UNIVERSITY AVE/HITT ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202600127,01/30/2026 12:19:00 am,"1099 UNIVERSITY AVE/HITT ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202600127,01/30/2026 12:19:00 am-01/30/2026 12:19:00 am,"1099 UNIVERSITY AVE/HITT ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202600126,01/29/2026 02:00:00 pm,"15 HOSPITAL DR , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,EXCEPTIONALLY CLEARED
202600126,01/29/2026 09:18:59 am-01/29/2026 02:00:00 pm,"15 HOSPITAL DR , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,EXCEPTIONALLY CLEARED
202600125,01/29/2026 02:12:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202600125,01/29/2026 02:11:59 pm-01/29/2026 02:12:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202600124,01/29/2026 11:31:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202600124,01/29/2026 10:13:00 am-01/29/2026 11:31:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202600123,01/29/2026 09:16:00 am,"300 TURNER AVE/S PROVIDENCE RD , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600123,01/29/2026 09:15:59 am-01/29/2026 09:16:00 am,"300 TURNER AVE/S PROVIDENCE RD , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600122,01/29/2026 01:38:03 am,"899 ELM ST/S NINTH ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202600122,01/29/2026 01:38:02 am-01/29/2026 01:38:03 am,"899 ELM ST/S NINTH ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202600122,01/29/2026 01:38:03 am,"899 ELM ST/S NINTH ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202600122,01/29/2026 01:38:02 am-01/29/2026 01:38:03 am,"899 ELM ST/S NINTH ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202600122,01/29/2026 01:38:03 am,"899 ELM ST/S NINTH ST , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,FORGERY,EXCEPTIONALLY CLEARED
202600122,01/29/2026 01:38:02 am-01/29/2026 01:38:03 am,"899 ELM ST/S NINTH ST , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,FORGERY,EXCEPTIONALLY CLEARED
202600121,01/28/2026 05:49:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600121,01/26/2026 12:00:00 pm-01/28/2026 05:49:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600120,01/28/2026 03:52:44 pm,"913 CURTIS AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600120,01/28/2026 12:15:00 pm-01/28/2026 12:15:00 pm,"913 CURTIS AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600119,01/28/2026 09:00:00 am,"505 HITT STREET , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202600119,01/28/2026 09:00:00 am-01/28/2026 09:00:00 am,"505 HITT STREET , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202600118,01/28/2026 09:35:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202600118,01/28/2026 08:45:00 am-01/28/2026 08:45:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202600118,01/28/2026 09:35:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,HARASSMENT,ASSAULT-SIMPLE,ACTIVE
202600118,01/28/2026 08:45:00 am-01/28/2026 08:45:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,HARASSMENT,ASSAULT-SIMPLE,ACTIVE
202600117,01/28/2026 04:43:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600117,01/28/2026 04:42:59 am-01/28/2026 04:43:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600116,01/27/2026 10:05:23 am,"1199 E STADIUM BLVD/S COLLEGE AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600116,01/27/2026 10:05:22 am-01/27/2026 10:05:23 am,"1199 E STADIUM BLVD/S COLLEGE AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600115,01/27/2026 07:31:00 am,"520 S 9TH STREET , COLUMBIA MO, 65211",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202600115,01/23/2026 12:20:00 pm-01/27/2026 07:31:00 am,"520 S 9TH STREET , COLUMBIA MO, 65211",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202600114,01/26/2026 12:00:00 am,"1000 ROLLINS ST , COLUMBIA MO,",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202600114,01/23/2026 12:00:00 am-01/01/1970 12:00:00 am,"1000 ROLLINS ST , COLUMBIA MO,",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202600113,01/24/2026 12:00:00 am,"515 S FIFTH ST , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202600113,01/20/2026 12:00:00 am-01/01/1970 12:00:00 am,"515 S FIFTH ST , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202600112,01/26/2026 11:51:00 pm,"400 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202600112,01/26/2026 11:50:59 pm-01/26/2026 11:51:00 pm,"400 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202600112,01/26/2026 11:51:00 pm,"400 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202600112,01/26/2026 11:50:59 pm-01/26/2026 11:51:00 pm,"400 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202600111,01/26/2026 11:33:00 pm,"949 CONLEY AVE/S NINTH ST , COLUMBIA MO, 65201",NO,DWI,FORGERY,CLEARED BY ARREST
202600111,01/26/2026 11:26:00 pm-01/26/2026 11:26:00 pm,"949 CONLEY AVE/S NINTH ST , COLUMBIA MO, 65201",NO,DWI,FORGERY,CLEARED BY ARREST
202600111,01/26/2026 11:33:00 pm,"949 CONLEY AVE/S NINTH ST , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,FORGERY,CLEARED BY ARREST
202600111,01/26/2026 11:26:00 pm-01/26/2026 11:26:00 pm,"949 CONLEY AVE/S NINTH ST , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,FORGERY,CLEARED BY ARREST
202600111,01/26/2026 11:33:00 pm,"949 CONLEY AVE/S NINTH ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202600111,01/26/2026 11:26:00 pm-01/26/2026 11:26:00 pm,"949 CONLEY AVE/S NINTH ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202600110,01/26/2026 07:57:00 pm,"1133 ASHLAND RD , COLUMBIA MO, 65201",YES CONTINUING SOCIAL RELATIONSHIP ROMANTIC IN NATURE,STALKING,STALKING,EXCEPTIONALLY CLEARED
202600110,09/01/2024 12:00:00 am-01/26/2026 07:57:00 pm,"1133 ASHLAND RD , COLUMBIA MO, 65201",YES CONTINUING SOCIAL RELATIONSHIP ROMANTIC IN NATURE,STALKING,STALKING,EXCEPTIONALLY CLEARED
202600109,01/26/2026 03:00:23 pm,"704 S COLLEGE AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,ACTIVE
202600109,01/26/2026 03:00:22 pm-01/26/2026 03:00:23 pm,"704 S COLLEGE AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,ACTIVE
202600108,01/26/2026 03:53:10 pm,"600 S COLLEGE AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600108,01/25/2026 05:15:00 pm-01/25/2026 05:15:10 pm,"600 S COLLEGE AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600107,01/26/2026 12:00:00 am,"S NINTH ST/CONLEY AVE , COLUMBIA MO, 65201",,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600107,01/26/2026 12:00:00 am-01/26/2026 12:00:00 am,"S NINTH ST/CONLEY AVE , COLUMBIA MO, 65201",,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600106,01/26/2026 03:28:28 pm,"600 S COLLEGE AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600106,01/26/2026 11:50:00 am-01/26/2026 11:58:00 am,"600 S COLLEGE AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600105,01/26/2026 11:55:00 am,"904 S COLLEGE AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202600105,01/26/2026 11:54:59 am-01/26/2026 11:55:00 am,"904 S COLLEGE AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202600104,01/26/2026 08:00:00 am,"1024 S COLLEGE AVE/HOSPITAL DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600104,01/26/2026 08:00:00 am-01/26/2026 08:00:00 am,"1024 S COLLEGE AVE/HOSPITAL DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202600103,01/25/2026 07:28:00 pm,"904 S COLLEGE AVE , COLUMBIA MO, 65201",YES CONTINUING SOCIAL RELATIONSHIP ROMANTIC IN NATURE,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202600103,09/10/2025 11:00:00 pm-09/10/2025 11:00:00 pm,"904 S COLLEGE AVE , COLUMBIA MO, 65201",YES CONTINUING SOCIAL RELATIONSHIP ROMANTIC IN NATURE,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202600102,01/25/2026 09:47:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600102,01/09/2026 12:00:00 am-01/09/2026 12:00:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600101,01/25/2026 09:22:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202600101,01/25/2026 09:20:59 pm-01/25/2026 09:22:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202600100,01/25/2026 06:59:00 pm,"904 S COLLEGE AVE , COLUMBIA MO, 65201",YES CONTINUING SOCIAL RELATIONSHIP ROMANTIC IN NATURE,RAPE - FORCIBLE,RAPE - FORCIBLE,EXCEPTIONALLY CLEARED
202600100,10/12/2025 11:00:00 pm-10/13/2025 10:00:00 am,"904 S COLLEGE AVE , COLUMBIA MO, 65201",YES CONTINUING SOCIAL RELATIONSHIP ROMANTIC IN NATURE,RAPE - FORCIBLE,RAPE - FORCIBLE,EXCEPTIONALLY CLEARED
202600099,01/25/2026 06:04:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,CLEARED BY ARREST
202600099,01/25/2026 06:03:59 am-01/25/2026 06:04:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,CLEARED BY ARREST
202600098,01/25/2026 04:22:00 am,"699 S NINTH ST/CONLEY AVE , COLUMBIA MO, 65201",NO,DWI,FORGERY,CLEARED BY ARREST
202600098,01/25/2026 04:22:00 am-01/25/2026 04:22:00 am,"699 S NINTH ST/CONLEY AVE , COLUMBIA MO, 65201",NO,DWI,FORGERY,CLEARED BY ARREST
202600098,01/25/2026 04:22:00 am,"699 S NINTH ST/CONLEY AVE , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202600098,01/25/2026 04:22:00 am-01/25/2026 04:22:00 am,"699 S NINTH ST/CONLEY AVE , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202600098,01/25/2026 04:22:00 am,"699 S NINTH ST/CONLEY AVE , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202600098,01/25/2026 04:22:00 am-01/25/2026 04:22:00 am,"699 S NINTH ST/CONLEY AVE , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202600097,01/25/2026 02:33:00 am,"402 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202600097,01/25/2026 02:32:59 am-01/25/2026 02:33:00 am,"402 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202600096,01/25/2026 12:32:00 am,"1199 ROLLINS ST/VIRGINIA AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202600096,01/25/2026 12:31:59 am-01/25/2026 12:32:00 am,"1199 ROLLINS ST/VIRGINIA AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202600095,01/25/2026 12:50:00 am,"1099 UNIVERSITY AVE/HITT ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202600095,01/25/2026 12:49:59 am-01/25/2026 12:50:00 am,"1099 UNIVERSITY AVE/HITT ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202600095,01/25/2026 12:50:00 am,"1099 UNIVERSITY AVE/HITT ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202600095,01/25/2026 12:49:59 am-01/25/2026 12:50:00 am,"1099 UNIVERSITY AVE/HITT ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202600094,01/25/2026 12:26:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202600094,01/24/2026 11:15:00 pm-01/24/2026 11:15:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202600093,01/25/2026 12:11:00 am,"800 ELM ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202600093,01/25/2026 12:10:59 am-01/25/2026 12:11:00 am,"800 ELM ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202600093,01/25/2026 12:11:00 am,"800 ELM ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202600093,01/25/2026 12:10:59 am-01/25/2026 12:11:00 am,"800 ELM ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202600092,01/24/2026 06:03:00 pm,"1199 E STADIUM BLVD/ROCK QUARRY RD , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202600092,01/24/2026 06:01:00 pm-01/24/2026 06:01:00 pm,"1199 E STADIUM BLVD/ROCK QUARRY RD , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202600091,01/24/2026 02:59:46 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202600091,01/24/2026 02:59:45 pm-01/24/2026 02:59:46 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202600090,01/23/2026 10:59:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600090,01/23/2026 10:58:59 pm-01/23/2026 10:59:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600089,01/24/2026 01:26:00 am,"903 HITT ST , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202600089,01/24/2026 01:25:59 am-01/24/2026 01:26:00 am,"903 HITT ST , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202600088,01/23/2026 11:50:00 pm,"1300 ROLLINS ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202600088,01/23/2026 11:49:59 pm-01/23/2026 11:50:00 pm,"1300 ROLLINS ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202600087,01/23/2026 04:08:05 pm,"404 N KEENE ST , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600087,01/23/2026 03:50:04 pm-01/23/2026 03:55:05 pm,"404 N KEENE ST , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202600086,01/23/2026 02:32:00 pm,"551 VETERANS UNITED DR , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,EXCEPTIONALLY CLEARED
202600086,01/23/2025 12:44:00 pm-01/23/2026 02:32:00 pm,"551 VETERANS UNITED DR , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,EXCEPTIONALLY CLEARED
